timestamp,symbol,tf,trade_type,entry,exit,PnL,R,confidence,regime
2025-12-24 15:00:00,PIPPINUSDT,15m,aligned,0.5137,0.49395,-0.7460370703162769,-0.34402077548366083,2.5,TREND
2025-12-25 10:00:00,DOTUSDT,30m,aligned,1.7297,1.7363,-0.34810166938917547,-0.16107458002812725,4.0,TREND
2025-12-25 20:00:00,ARCUSDT,15m,aligned,0.0432,0.04619,3.2533296470287207,1.5078185242105282,3.5,TREND
2025-12-25 23:00:00,DOTUSDT,30m,aligned,1.7188,1.7343,-0.7411182415682683,-0.34348557770269594,5.0,TREND
2025-12-29 16:00:00,ARCUSDT,15m,aligned,0.0378,0.03848,-0.49068011658955696,-0.2247977919999988,2.5,TREND
2025-12-29 17:00:00,ARCUSDT,15m,aligned,0.0382,0.0367,0.9801336928798179,0.45004535483870844,2.5,TREND
2025-12-29 18:00:00,PUMPFUNUSDT,30m,aligned,0.0018,0.001799,-0.2917454237256226,-0.13395996250000028,2.5,TREND
2025-12-29 18:00:00,WIFUSDT,30m,aligned,0.2923,0.2903,-0.026165348378424436,-0.012014272727272065,3.5,TREND
2025-12-30 14:00:00,WIFUSDT,30m,aligned,0.2862,0.2769,0.41609190576786903,0.19047661824324413,2.5,TREND
2025-12-30 23:00:00,ARCUSDT,15m,aligned,0.035,0.03643,-1.2854832098487923,-0.5884625276923048,2.5,TREND
2025-12-31 23:00:00,WIFUSDT,30m,aligned,0.2707,0.2692,-0.09696855951082378,-0.04456718750000002,2.5,TREND
2026-01-01 01:00:00,WIFUSDT,30m,aligned,0.2701,0.2692,-0.17754342998721576,-0.08163614448051727,2.5,TREND
2026-01-01 05:00:00,XRPUSDT,15m,standalone,1.8299,1.8437,-0.8575826767051469,-0.39464678166666284,2.5,TREND
2026-01-01 17:00:00,FILUSDT,15m,aligned,1.5135,1.4754,-0.4007144094832188,-0.1851334292469351,3.5,TREND
2026-01-02 18:00:00,XPLUSDT,30m,aligned,0.192,0.19387,0.1730684686080849,0.08010739445783202,4.0,TREND
2026-01-02 23:00:00,DOTUSDT,30m,aligned,2.1348,2.1528,0.07793078502741223,0.03607145880938238,3.5,TREND
2026-01-03 21:00:00,FILUSDT,15m,aligned,1.4839,1.4646,-0.24468256012163636,-0.1131236490584255,3.0,TREND
2026-01-03 23:00:00,XPLUSDT,30m,aligned,0.1973,0.18817,-1.8842473335609584,-0.8711406893693668,4.0,TREND
2026-01-04 00:00:00,WIFUSDT,30m,aligned,0.3386,0.4106,6.941959584853334,3.2094637209302297,2.5,TREND
2026-01-04 07:00:00,DOTUSDT,30m,aligned,2.1224,2.1365,0.04869513425466461,0.022736925509919778,2.5,TREND
2026-01-04 07:00:00,XRPUSDT,15m,aligned,2.0669,2.0909,0.16114952465303167,0.07524457615894088,2.5,TREND
2026-01-05 02:00:00,XRPUSDT,15m,aligned,2.1559,2.3212,1.2645736430275045,0.5898817734421394,4.0,TREND
2026-01-05 20:00:00,PUMPFUNUSDT,30m,aligned,0.0024,0.002428,0.18625340001174395,0.08688105000000074,2.5,TREND
2026-01-06 01:00:00,DOTUSDT,30m,aligned,2.2092,2.1993,-0.3348578041297198,-0.15528409623188194,2.5,TREND
2026-01-06 01:00:00,XRPUSDT,15m,aligned,2.3708,2.378,0.0031489154489783774,0.0014602511381690674,2.5,TREND
2026-01-06 06:00:00,DOTUSDT,30m,aligned,2.21,2.1993,-0.4170234530283623,-0.18747804755555533,2.5,TREND
2026-01-06 06:00:00,FARTCOINUSDT,30m,aligned,0.4445,0.4222,-0.7367028619041174,-0.33119387692802116,2.5,TREND
2026-01-06 10:00:00,DOTUSDT,30m,aligned,2.1858,2.2033,0.3814090361110736,0.1717892133131653,2.5,TREND
2026-01-06 12:00:00,XPLUSDT,30m,aligned,0.1974,0.19076,-1.594875361496038,-0.718342665599998,5.0,TREND
2026-01-06 15:00:00,DOTUSDT,30m,aligned,2.2185,2.2033,-0.4556815921576157,-0.20489009655172344,2.5,TREND
2026-01-06 20:00:00,WIFUSDT,30m,aligned,0.4228,0.4601,1.8494016830311695,0.8421082263092257,2.5,TREND
2026-01-07 07:00:00,XRPUSDT,15m,aligned,2.2633,2.2723,0.03047345225507668,0.013759935617861057,2.5,TREND
2026-01-08 01:00:00,ARCUSDT,15m,standalone,0.0324,0.03294,-0.3496729329485526,-0.1578690539999986,2.5,TREND
2026-01-08 03:00:00,XPLUSDT,30m,aligned,0.1758,0.16573,2.9461121697545307,1.3322030594444532,3.0,TREND
2026-01-09 15:00:00,ARCUSDT,15m,aligned,0.0413,0.04232,0.42154150304891475,0.18811091833333346,2.5,TREND
2026-01-10 10:00:00,ARCUSDT,15m,aligned,0.0435,0.04298,-0.7196469315160134,-0.32053610400000065,3.5,TREND
2026-01-10 19:00:00,PUMPFUNUSDT,30m,aligned,0.0024,0.002296,-1.3739197891122714,-0.6139219500000023,2.5,TREND
2026-01-10 22:00:00,XPLUSDT,30m,aligned,0.1609,0.16146,-0.33078566377058916,-0.1487212094117642,3.0,TREND
2026-01-11 09:00:00,ARCUSDT,15m,aligned,0.0467,0.04802,0.6431878867561669,0.2896079336585371,2.5,TREND
2026-01-11 14:00:00,PUMPFUNUSDT,30m,aligned,0.0025,0.002427,-1.0294752275049959,-0.46354136875000096,2.5,TREND
2026-01-11 19:00:00,FARTCOINUSDT,30m,standalone,0.3908,0.381,-0.9592083362826666,-0.4339136952861958,2.5,TREND
2026-01-12 02:00:00,XPLUSDT,30m,aligned,0.1622,0.15852,0.9384492169814355,0.42513072000000557,2.5,TREND
2026-01-13 03:00:00,XPLUSDT,30m,aligned,0.1525,0.15448,-0.6937708769793913,-0.31295750545454754,2.5,TREND
2026-01-14 15:00:00,FARTCOINUSDT,30m,aligned,0.4293,0.415,-0.8276413866981042,-0.37451808527542374,3.0,TREND
2026-01-14 16:00:00,WIFUSDT,30m,aligned,0.4141,0.4124,-0.2276273981880322,-0.10300424639917728,3.5,TREND
2026-01-14 19:00:00,WIFUSDT,30m,aligned,0.4102,0.4124,-0.05364949256125076,-0.02439355145413937,2.5,TREND
2026-01-15 05:00:00,XPLUSDT,30m,standalone,0.1543,0.14417,1.2415705135670656,0.5646596541860477,2.5,TREND
2026-01-15 17:00:00,PIPPINUSDT,15m,aligned,0.3128,0.31456,-0.25782621065100414,-0.1172579868444428,2.5,TREND
2026-01-16 03:00:00,PIPPINUSDT,15m,aligned,0.3165,0.31456,0.2274842397907169,0.10358007607843384,2.5,TREND
2026-01-18 01:00:00,FARTCOINUSDT,30m,aligned,0.3445,0.3424,-0.03977127196519477,-0.01798867013888796,4.0,TREND
2026-01-19 02:00:00,FILUSDT,15m,standalone,1.3622,1.382,-0.3031357688676597,-0.13713392064964963,2.5,TREND
2026-01-19 02:00:00,WIFUSDT,30m,aligned,0.3382,0.3418,-0.2760957878100285,-0.12490145256917026,2.5,TREND
2026-01-19 02:00:00,XRPUSDT,15m,aligned,1.9513,1.9827,-0.7033156082555978,-0.31816907379310233,2.5,TREND
2026-01-19 20:00:00,ARCUSDT,15m,aligned,0.0644,0.06468,0.012190159247125097,0.005546821899441707,2.5,TREND
2026-01-20 05:00:00,ARCUSDT,15m,aligned,0.0658,0.07996,4.792569481431982,2.180615885000003,2.5,TREND
2026-01-20 06:00:00,FARTCOINUSDT,30m,aligned,0.3099,0.3067,0.0713423209502266,0.032460707964603056,3.0,TREND
2026-01-20 07:00:00,XPLUSDT,30m,aligned,0.1279,0.12319,1.1403669120937245,0.5188661766666701,4.5,TREND
2026-01-20 12:00:00,FARTCOINUSDT,30m,aligned,0.3032,0.305,-0.3371704904446552,-0.15336256340579535,2.5,TREND
2026-01-20 17:00:00,FARTCOINUSDT,30m,aligned,0.3055,0.305,-0.186155696533718,-0.08299137286324743,2.5,TREND
2026-01-20 18:00:00,FARTCOINUSDT,30m,aligned,0.303,0.305,-0.38351603583657246,-0.1711199806949793,3.5,TREND
2026-01-20 20:00:00,FARTCOINUSDT,30m,aligned,0.301,0.305,-0.5177847769719466,-0.23025143369175588,2.5,TREND
2026-01-22 10:00:00,PIPPINUSDT,15m,aligned,0.4019,0.38631,-0.28899359572920613,-0.12880787219135775,4.0,TREND
2026-01-22 15:00:00,FILUSDT,15m,aligned,1.3237,1.3327,-0.39201560924451584,-0.17495135625859318,3.0,TREND
2026-01-22 15:00:00,XRPUSDT,15m,aligned,1.9144,1.9281,-0.3743579467786977,-0.1670709761821344,3.0,TREND
2026-01-22 18:00:00,DOTUSDT,30m,aligned,1.9388,1.9582,-0.5578313488663951,-0.2498071131658254,2.5,TREND
2026-01-22 18:00:00,FILUSDT,15m,aligned,1.3309,1.3184,0.3628594101922488,0.16249510166358527,4.5,TREND
2026-01-22 18:00:00,XRPUSDT,15m,aligned,1.9279,1.9281,-0.2803026405782375,-0.12552466547085037,2.5,TREND
2026-01-23 00:00:00,XPLUSDT,30m,aligned,0.1228,0.1225,-0.02852780446491185,-0.012770552941171945,2.5,TREND
2026-01-23 08:00:00,XRPUSDT,15m,standalone,1.913,1.9114,-0.326730688463716,-0.14664684999999533,2.5,TREND
2026-01-25 06:00:00,XRPUSDT,15m,standalone,1.9007,1.8993,-0.13842843151761736,-0.06222221333333177,2.5,TREND
2026-01-25 18:00:00,FARTCOINUSDT,30m,aligned,0.2828,0.2801,0.04052750182589482,0.01822805386178805,3.5,TREND
2026-01-25 20:00:00,ARCUSDT,15m,aligned,0.0518,0.05245,-0.21581499045414312,-0.09706710487804752,3.5,TREND
2026-01-25 20:00:00,PIPPINUSDT,15m,aligned,0.3249,0.32136,0.09329742022858334,0.04196237923566962,4.0,TREND
2026-01-25 20:00:00,PUMPFUNUSDT,30m,aligned,0.0024,0.002403,-0.24692634038631334,-0.11106005625000182,2.5,TREND
2026-01-25 20:00:00,XPLUSDT,30m,standalone,0.1148,0.11974,-0.8941564466062402,-0.40216473099236466,4.0,TREND
2026-01-26 01:00:00,PIPPINUSDT,15m,aligned,0.3105,0.32136,-0.7449670569956902,-0.3355602383999989,2.5,TREND
2026-01-26 02:00:00,XRPUSDT,15m,standalone,1.8831,1.838,2.875312804781607,1.2951453909091006,3.5,TREND
2026-01-26 04:00:00,PIPPINUSDT,15m,aligned,0.3197,0.31564,0.2754391648935927,0.12288859007752129,2.5,TREND
2026-01-28 06:00:00,PUMPFUNUSDT,30m,aligned,0.0031,0.0031662,0.9194536994771219,0.4113544825000039,3.5,TREND
2026-01-28 15:00:00,PUMPFUNUSDT,30m,aligned,0.0032,0.0031766,-1.0473736605649444,-0.4666649594465673,2.5,TREND
2026-01-29 09:00:00,XRPUSDT,15m,aligned,1.8788,1.8736,-0.001787055620020822,-0.0007999688155874023,5.0,TREND
2026-01-29 15:00:00,FARTCOINUSDT,30m,aligned,0.2818,0.2542,2.6326899445557266,1.1785233101851842,5.0,TREND
2026-01-29 20:00:00,XPLUSDT,30m,aligned,0.1264,0.12836,-0.4140137087850896,-0.1853331827199983,2.5,TREND
2026-01-30 00:00:00,PIPPINUSDT,15m,aligned,0.3053,0.24947,1.091156597698995,0.48936306072888913,2.5,TREND
2026-01-30 08:00:00,WIFUSDT,30m,aligned,0.2901,0.2936,-0.3706600106734197,-0.16623399216524248,3.5,TREND
2026-01-30 11:00:00,ARCUSDT,15m,aligned,0.0433,0.04311,0.022863556847708976,0.010150893529411014,3.0,TREND
2026-01-30 12:00:00,WIFUSDT,30m,aligned,0.2942,0.2936,-0.12723688200197592,-0.056490249999999916,2.5,TREND
2026-01-30 14:00:00,WIFUSDT,30m,aligned,0.2904,0.2936,-0.35810624669967095,-0.15908080459770182,2.5,TREND
2026-01-30 18:00:00,WIFUSDT,30m,aligned,0.2915,0.2936,-0.2961390316530618,-0.13176284495549118,2.5,TREND
2026-01-30 19:00:00,WIFUSDT,30m,aligned,0.2936,0.2464,3.21509080462496,1.4253220569620266,3.5,TREND
2026-01-31 01:00:00,PUMPFUNUSDT,30m,standalone,0.0028,0.0027944,-0.6310895953164903,-0.27977621000000347,3.5,TREND
2026-01-31 04:00:00,FILUSDT,15m,aligned,1.1667,1.02,2.6614370385670316,1.1831851621087333,2.5,TREND
2026-01-31 08:00:00,XPLUSDT,30m,aligned,0.1188,0.10364,6.958369104079339,3.0934562633333376,4.0,TREND
2026-01-31 21:00:00,PIPPINUSDT,15m,aligned,0.1903,0.18297,0.2810110151788129,0.11818446062500024,2.5,TREND
2026-02-01 15:00:00,FILUSDT,15m,aligned,1.0576,1.0439,0.18336501697081686,0.07711760200716825,2.5,TREND
2026-02-01 15:00:00,WIFUSDT,30m,aligned,0.2526,0.2464,0.23085547523166744,0.09709060623556577,4.0,TREND
2026-02-01 15:00:00,XRPUSDT,15m,aligned,1.6157,1.6021,0.10994244467581205,0.04623836014234802,4.0,TREND
2026-02-01 18:00:00,WIFUSDT,30m,aligned,0.2466,0.2464,-0.08575268997048414,-0.035943189655172396,2.5,TREND
2026-02-01 18:00:00,XPLUSDT,30m,aligned,0.1019,0.10328,-0.5165850143025899,-0.21652630545454482,2.5,TREND
2026-02-01 19:00:00,WIFUSDT,30m,aligned,0.2511,0.2464,0.14426770125804886,0.0604914648437495,2.5,TREND
2026-02-01 19:00:00,XRPUSDT,15m,aligned,1.6146,1.6021,0.12170621165240507,0.051031429483088496,2.5,TREND
2026-02-01 20:00:00,WIFUSDT,30m,aligned,0.2485,0.2464,0.006065067359790073,0.002540250527425903,2.5,TREND
2026-02-01 23:00:00,XRPUSDT,15m,aligned,1.5996,1.6021,-0.09709645141773013,-0.04066616773442034,2.5,TREND
2026-02-02 02:00:00,XPLUSDT,30m,aligned,0.1043,0.10328,0.6293644519210092,0.26427116231884445,2.5,TREND
2026-02-02 05:00:00,DOTUSDT,30m,aligned,1.4942,1.5098,-0.20437295363352972,-0.08559034675885897,2.5,TREND
2026-02-02 11:00:00,PUMPFUNUSDT,30m,aligned,0.0025,0.0024892,-0.2184583101870134,-0.09156759499999777,2.5,TREND
2026-02-02 11:00:00,XRPUSDT,15m,aligned,1.6108,1.6,0.08704827049562121,0.03648659907407421,2.5,TREND
2026-02-03 05:00:00,FILUSDT,15m,standalone,1.0898,1.0815,0.1525866523213948,0.06399249781022372,2.5,TREND
2026-02-03 10:00:00,FILUSDT,15m,aligned,1.0768,1.0815,-0.19352491800501484,-0.08110947352940988,3.0,TREND
2026-02-03 16:00:00,XRPUSDT,15m,aligned,1.6175,1.621,-0.3099209502751558,-0.1299984045307425,2.5,TREND
2026-02-03 22:00:00,XPLUSDT,30m,aligned,0.0978,0.09646,0.6054590689428534,0.25429441333333597,3.5,TREND
2026-02-04 15:00:00,PUMPFUNUSDT,30m,aligned,0.0023,0.0023677,-2.0616701030365756,-0.8637105387500006,2.5,TREND
2026-02-04 17:00:00,XPLUSDT,30m,aligned,0.0911,0.09346,-1.0965024180801501,-0.4593657796491233,3.5,TREND
2026-02-04 18:00:00,DOTUSDT,30m,aligned,1.4447,1.4714,-0.8126685473096911,-0.3420283408888887,2.5,TREND
2026-02-04 18:00:00,XPLUSDT,30m,aligned,0.0913,0.09346,-0.9578021401908748,-0.40311081066666643,2.5,TREND
2026-02-04 18:00:00,XRPUSDT,15m,aligned,1.5211,1.4434,1.8034689517563542,0.759027152528379,2.5,TREND
2026-02-04 20:00:00,XPLUSDT,30m,aligned,0.0957,0.09346,2.1883326675021797,0.9361027943127844,2.5,TREND
2026-02-04 21:00:00,XPLUSDT,30m,aligned,0.0953,0.09346,1.7374256187432318,0.7363255775700879,2.5,TREND
2026-02-04 22:00:00,XPLUSDT,30m,aligned,0.0946,0.09346,0.9303226186000785,0.3913912750000028,2.5,TREND
2026-02-04 23:00:00,XPLUSDT,30m,aligned,0.0937,0.09346,-0.015015685857467168,-0.006292543999997125,2.5,TREND
2026-02-05 00:00:00,WIFUSDT,30m,standalone,0.2483,0.2517,-1.006645136014021,-0.42187599609374876,2.5,TREND
2026-02-05 16:00:00,DOTUSDT,30m,aligned,1.3277,1.2872,0.3916343226824393,0.1635841749555965,4.0,TREND
2026-02-05 16:00:00,FILUSDT,15m,aligned,0.9538,0.9148,0.6574061033262597,0.2745960422641524,4.0,TREND
2026-02-05 20:00:00,XPLUSDT,30m,aligned,0.0824,0.07862,0.6807959218181993,0.2843658809600003,2.5,TREND
2026-02-05 23:00:00,PUMPFUNUSDT,30m,aligned,0.002,0.0020623,-0.6295932987477053,-0.26183144541666625,3.5,TREND
2026-02-07 06:00:00,XRPUSDT,15m,standalone,1.4585,1.4262,0.4445467649262448,0.1848360557226949,2.5,TREND
2026-02-07 07:00:00,DOTUSDT,30m,aligned,1.3432,1.3358,0.04825250702594291,0.020062688070369015,3.0,TREND
2026-02-07 07:00:00,XPLUSDT,30m,aligned,0.0813,0.08109,-0.010697034429709262,-0.004447670769227993,5.0,TREND
2026-02-08 10:00:00,FILUSDT,15m,aligned,0.9666,0.9585,0.2381210678214101,0.09880920000000132,2.5,TREND
2026-02-09 04:00:00,PIPPINUSDT,15m,aligned,0.2705,0.27194,0.019852076602821466,0.008229559564691858,2.5,TREND
2026-02-09 05:00:00,PIPPINUSDT,15m,aligned,0.2718,0.27194,-0.017841952463031528,-0.007395665999999463,2.5,TREND
2026-02-09 18:00:00,PUMPFUNUSDT,30m,aligned,0.0021,0.0020348,1.1738548401232511,0.4866104450000001,2.5,TREND
2026-02-09 20:00:00,PUMPFUNUSDT,30m,aligned,0.0021,0.0020348,1.179566940384429,0.4866104450000001,2.5,TREND
2026-02-10 01:00:00,PIPPINUSDT,15m,aligned,0.2813,0.37398,6.422972198740499,2.636857617011495,2.5,TREND
2026-02-10 03:00:00,PUMPFUNUSDT,30m,aligned,0.002,0.0020146,-0.7467919437332892,-0.3065845475000011,2.5,TREND
2026-02-10 05:00:00,PUMPFUNUSDT,30m,aligned,0.002,0.001982,0.05031757891899552,0.020720674999999612,2.5,TREND
2026-02-10 12:00:00,XRPUSDT,15m,standalone,1.4068,1.4196,-0.9876748318207121,-0.40672245436893123,3.0,TREND
2026-02-10 15:00:00,WIFUSDT,30m,aligned,0.2157,0.21776,-0.6304376361277609,-0.25292318166666705,2.5,TREND
2026-02-10 17:00:00,PUMPFUNUSDT,30m,aligned,0.002,0.0019222,23.135583049008783,0.0,2.5,TREND
2026-02-10 18:00:00,XPLUSDT,30m,standalone,0.0817,0.08176,-0.4688017084097407,-0.18878694379084418,4.5,TREND
2026-02-11 04:00:00,PIPPINUSDT,15m,aligned,0.395,0.42747,0.6752208172521532,0.2497492423285488,2.5,TREND
2026-02-11 05:00:00,PUMPFUNUSDT,30m,aligned,0.0019,0.0018631,0.5906743749505401,0.2184773837499989,3.5,TREND
2026-02-11 11:00:00,PIPPINUSDT,15m,aligned,0.4281,0.49,2.7657718033312513,1.0204492383838404,2.5,TREND
2026-02-11 13:00:00,WIFUSDT,30m,aligned,0.2103,0.20903,-0.06787556117090733,-0.024988664877300604,2.5,TREND
2026-02-11 15:00:00,FILUSDT,15m,aligned,0.8651,0.8784,-0.4724452728432952,-0.17393265546961129,4.0,TREND
2026-02-11 23:00:00,FARTCOINUSDT,30m,aligned,0.1689,0.17348,-0.9543377289219465,-0.3520436198224848,4.0,TREND
2026-02-12 14:00:00,PIPPINUSDT,15m,aligned,0.5414,0.5125,-0.9987181091962852,-0.3659695368674694,3.5,TREND
2026-02-12 16:00:00,ARCUSDT,15m,aligned,0.075,0.07325,-0.5913930234370349,-0.21750563333333345,3.5,TREND
2026-02-12 18:00:00,DOTUSDT,30m,aligned,1.2563,1.267,-0.5367294278112409,-0.1974011689320359,2.5,TREND
2026-02-12 21:00:00,ARCUSDT,15m,aligned,0.0757,0.07325,-0.7435839975918197,-0.27407535876288636,2.5,TREND
2026-02-12 22:00:00,ARCUSDT,15m,aligned,0.074,0.0743,0.031243282118123855,0.011547515000002619,2.5,TREND
2026-02-14 11:00:00,PIPPINUSDT,15m,aligned,0.628,0.70926,1.5683449916478382,0.5807451975420629,2.5,TREND
2026-02-18 21:00:00,PUMPFUNUSDT,30m,standalone,0.002,0.0020149,-0.4204718757758326,-0.15479827937499965,3.5,TREND
2026-02-19 08:00:00,WIFUSDT,30m,aligned,0.2224,0.21699,0.5976518082550861,0.22002772816265023,4.5,TREND
2026-02-19 10:00:00,FARTCOINUSDT,30m,aligned,0.1842,0.18196,0.1493687711313899,0.0549906666666676,2.5,TREND
2026-02-19 14:00:00,XPLUSDT,30m,aligned,0.0892,0.09137,-1.5280829447049327,-0.5634415972093022,3.0,TREND
2026-02-22 05:00:00,XRPUSDT,15m,aligned,1.4221,1.3909,4.88228628828007,1.8054180450330963,2.5,TREND
2026-02-22 13:00:00,PUMPFUNUSDT,30m,aligned,0.0021,0.0020336,19.264185021613645,0.0,5.0,TREND
2026-02-22 19:00:00,FARTCOINUSDT,30m,aligned,0.175,0.15871,3.159572543953717,1.1683766474609363,2.5,TREND
2026-02-23 01:00:00,ARCUSDT,15m,aligned,0.0908,0.0931,0.2993395696338187,0.10161895124378155,2.5,TREND
2026-02-23 07:00:00,PIPPINUSDT,15m,aligned,0.6669,0.71216,0.7151025925095879,0.24018477884700715,2.5,TREND
2026-02-23 17:00:00,PUMPFUNUSDT,30m,aligned,0.0019,0.0018316,25.163349735084964,0.0,3.0,TREND
2026-02-23 22:00:00,FARTCOINUSDT,30m,aligned,0.1484,0.14131,0.6910642673513632,0.21335203552158336,3.5,TREND
2026-02-23 23:00:00,PUMPFUNUSDT,30m,aligned,0.0018,0.0017589,0.43508217225881773,0.13432277062500014,4.0,TREND
2026-02-24 05:00:00,WIFUSDT,30m,aligned,0.1988,0.19902,-0.3046321366216925,-0.0938487474093273,2.5,TREND
2026-02-24 06:00:00,PIPPINUSDT,15m,aligned,0.7332,0.73274,-0.06761985330149563,-0.020831809154228074,2.5,TREND
2026-02-24 12:00:00,WIFUSDT,30m,aligned,0.1977,0.19902,-0.6376721047620051,-0.19641114527027106,2.5,TREND
2026-02-24 13:00:00,PIPPINUSDT,15m,aligned,0.7208,0.80119,5.175757487507682,1.5941993513139103,2.5,TREND
2026-02-24 21:00:00,ARCUSDT,15m,aligned,0.103,0.10651,0.7498450132889615,0.23141636000000051,3.0,TREND
2026-02-24 21:00:00,DOTUSDT,30m,aligned,1.2433,1.2559,-0.4318235409526427,-0.13326891589403975,3.5,TREND
